Reference;Type;Clast size (mm);Slope (tan);Clast size ();Slope (deg)
Komar1998;Beach;0,25;0,067;2,018;3,83
Komar1998;Beach;0,2;0,061;2,309;3,5
Komar1998;Beach;0,22;0,059;2,189;3,38
Komar1998;Beach;0,25;0,06;2,011;3,41
Komar1998;Beach;0,25;0,057;1,975;3,23
Komar1998;Beach;0,19;0,057;2,401;3,25
Komar1998;Beach;0,39;0,056;1,347;3,22
Komar1998;Beach;0,19;0,049;2,419;2,82
Komar1998;Beach;0,22;0,043;2,196;2,44
Komar1998;Beach;0,25;0,048;2,018;2,73
Komar1998;Beach;0,25;0,049;1,989;2,82
Komar1998;Beach;0,25;0,051;1,989;2,95
Komar1998;Beach;0,25;0,042;2,01;2,43
Komar1998;Beach;0,26;0,043;1,925;2,44
Komar1998;Beach;0,29;0,042;1,801;2,41
Komar1998;Beach;0,29;0,044;1,801;2,51
Komar1998;Beach;0,31;0,044;1,669;2,52
Komar1998;Beach;0,34;0,043;1,543;2,47
Komar1998;Beach;0,25;0,036;1,995;2,09
Komar1998;Beach;0,21;0,032;2,254;1,83
Komar1998;Beach;0,29;0,03;1,8;1,75
Komar1998;Beach;0,3;0,029;1,726;1,65
Komar1998;Beach;0,25;0,028;2,002;1,59
Komar1998;Beach;0,28;0,025;1,825;1,43
Komar1998;Beach;0,25;0,024;1,98;1,39
Komar1998;Beach;0,23;0,025;2,138;1,44
Komar1998;Beach;0,21;0,024;2,245;1,39
Komar1998;Beach;0,18;0,024;2,486;1,39
Komar1998;Beach;0,27;0,022;1,903;1,28
Komar1998;Beach;0,23;0,02;2,113;1,15
Komar1998;Beach;0,23;0,015;2,09;0,89
Komar1998;Beach;0,21;0,014;2,243;0,82
Komar1998;Beach;0,18;0,012;2,444;0,69
Komar1998;Beach;0,21;0,012;2,243;0,69
Komar1998;Beach;0,19;0,011;2,395;0,63
Komar1998;Beach;0,17;0,011;2,556;0,64
Brayne2015;Beach;140;0,27;-7,129;15,11
Brayne2015;Beach;70;0,123;-6,129;7,01
